custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,profit,id
NA,blue-collar,single,basic.9y,no,yes,no,telephone,jul,tue,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,yes,26,7362
29,admin.,married,university.degree,no,no,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,yes,98,7363
45,blue-collar,married,NA,no,yes,no,telephone,may,thu,1,6,2,success,-1.8,93.876,-40,0.683,5008.7,0.2,6,yes,46,7364
34,technician,married,NA,no,no,no,cellular,nov,tue,1,6,2,success,-1.1,94.767,-50.8,1.046,4963.6,0.2,6,yes,246,7365
37,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,3,9,1,success,-2.9,92.201,-31.4,0.851,5076.2,0.3,1,yes,163,7366
NA,admin.,married,NA,no,no,no,cellular,oct,wed,1,3,2,success,-1.1,94.601,-49.5,0.985,4963.6,0.1,2,yes,153,7367
39,admin.,divorced,university.degree,no,no,yes,cellular,jul,mon,3,999,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,999,0,yes,402,7368
48,management,married,university.degree,no,yes,yes,telephone,jun,NA,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,yes,422,7369
32,admin.,single,professional.course,no,yes,yes,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,yes,403,7370
18,student,single,unknown,no,yes,no,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,999,0,yes,195,7371
22,student,single,high.school,no,yes,yes,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,999,0,yes,361,7372
NA,management,married,NA,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,999,0,yes,220,7373
50,blue-collar,married,NA,no,yes,yes,cellular,aug,tue,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,999,0,yes,342,7374
29,services,married,NA,no,no,yes,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999,2,yes,347,7375
NA,services,married,high.school,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,999,0,yes,229,7376
39,services,married,high.school,no,no,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,yes,182,7377
31,admin.,single,university.degree,no,yes,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,999,0,yes,141,7378
NA,student,single,basic.9y,no,yes,no,cellular,mar,mon,3,999,0,nonexistent,-1.8,92.843,-50,1.811,5099.1,999,0,yes,162,7379
35,admin.,married,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,999,0,yes,178,7380
NA,entrepreneur,married,NA,unknown,no,no,cellular,may,NA,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,yes,-30,7381
NA,services,married,high.school,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,yes,182,7382
NA,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,yes,34,7383
34,admin.,married,high.school,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,yes,183,7384
37,admin.,married,university.degree,no,yes,no,cellular,apr,NA,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,999,0,yes,178,7385
55,housemaid,married,university.degree,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,yes,186,7386
NA,management,married,university.degree,unknown,no,yes,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,yes,303,7387
30,admin.,single,NA,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6,999,0,yes,180,7388
28,services,single,NA,no,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,yes,164,7389
42,services,divorced,basic.6y,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,yes,165,7390
NA,retired,married,basic.4y,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,yes,158,7391
28,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,yes,4,7392
77,retired,married,high.school,no,yes,no,cellular,apr,thu,7,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,999,0,yes,146,7393
60,retired,married,NA,no,no,no,cellular,sep,thu,2,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,999,0,yes,217,7394
71,retired,married,university.degree,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,yes,232,7395
NA,admin.,single,university.degree,no,no,no,cellular,nov,thu,1,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,0.233333333,4,yes,160,7396
55,blue-collar,married,basic.9y,unknown,no,yes,cellular,may,tue,7,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,yes,120,7397
35,services,married,high.school,no,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,yes,136,7398
NA,admin.,single,NA,no,yes,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,yes,143,7399
32,admin.,single,university.degree,no,no,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999,0,yes,453,7400
33,services,married,NA,no,no,no,cellular,jul,wed,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,yes,124,7401
41,entrepreneur,married,basic.4y,no,no,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,yes,496,7402
19,student,single,unknown,no,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,0,yes,140,7403
30,admin.,married,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,yes,158,7404
61,blue-collar,married,professional.course,no,yes,no,cellular,oct,thu,2,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,999,0,yes,72,7405
85,housemaid,married,basic.4y,unknown,yes,no,cellular,apr,tue,1,6,2,success,-1.8,93.749,-34.6,0.642,5008.7,0.2,6,yes,-27,7406
24,admin.,single,professional.course,no,yes,no,cellular,apr,NA,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,yes,122,7407
25,student,single,high.school,no,no,no,telephone,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,999,0,yes,176,7408
29,technician,single,professional.course,no,no,no,cellular,mar,tue,2,999,0,nonexistent,-1.8,92.843,-50,1.614,5099.1,999,0,yes,136,7409
38,technician,married,university.degree,no,no,no,cellular,jun,NA,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999,0,yes,150,7410
50,management,married,university.degree,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,999,0,yes,226,7411
45,admin.,married,NA,no,no,no,cellular,dec,thu,2,6,1,success,-3,92.713,-33,0.707,5023.5,0.2,2,yes,217,7412
39,admin.,single,high.school,no,yes,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.737,5017.5,999,0,yes,194,7413
NA,services,married,NA,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,yes,119,7414
32,student,married,NA,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999,0,yes,127,7415
NA,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,1,14,2,success,-1.7,94.215,-40.3,0.793,4991.6,0.466666667,8,yes,171,7416
28,technician,single,high.school,no,no,no,cellular,oct,wed,1,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,999,1,yes,184,7417
NA,technician,married,high.school,no,no,yes,cellular,oct,thu,3,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,999,0,yes,464,7418
45,unknown,unknown,unknown,no,yes,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,yes,393,7419
22,blue-collar,single,NA,no,yes,yes,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,yes,277,7420
59,management,married,NA,no,yes,no,cellular,sep,fri,2,3,1,success,-3.4,92.379,-29.8,0.803,5017.5,0.1,3,yes,226,7421
23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,yes,195,7422
38,management,married,NA,no,yes,no,cellular,may,wed,2,2,1,success,-1.8,92.893,-46.2,1.27,5099.1,0.066666667,3,yes,257,7423
NA,technician,married,professional.course,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,999,0,yes,189,7424
52,blue-collar,divorced,NA,no,no,no,telephone,jun,NA,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,yes,91,7425
33,student,divorced,professional.course,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999,0,yes,187,7426
NA,blue-collar,married,NA,no,no,yes,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,yes,303,7427
54,technician,married,NA,no,yes,no,telephone,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999,0,yes,202,7428
50,self-employed,married,NA,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999,0,yes,178,7429
NA,admin.,married,university.degree,no,no,no,cellular,jul,thu,4,999,1,failure,-1.7,94.215,-40.3,0.899,4991.6,999,1,yes,197,7430
30,blue-collar,married,basic.9y,no,no,no,cellular,jul,NA,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,yes,7,7431
48,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,2,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,0.066666667,1,yes,138,7432
48,technician,married,unknown,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,yes,231,7433
NA,admin.,divorced,NA,no,yes,yes,cellular,nov,tue,2,6,4,failure,-1.1,94.767,-50.8,1.049,4963.6,0.2,12,yes,445,7434
NA,management,divorced,high.school,no,no,yes,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,yes,500,7435
56,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,15,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,yes,-140,7436
28,student,single,basic.9y,no,yes,no,cellular,mar,NA,2,999,0,nonexistent,-1.8,92.843,-50,1.799,5099.1,999,0,yes,177,7437
45,management,married,university.degree,no,yes,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,yes,218,7438
27,services,single,NA,no,unknown,unknown,cellular,jul,NA,1,999,1,failure,-1.7,94.215,-40.3,0.79,4991.6,999,5,yes,176,7439
NA,entrepreneur,married,basic.4y,no,no,no,telephone,oct,fri,1,999,0,nonexistent,-0.1,93.798,-40.4,4.76,5195.8,999,0,yes,144,7440
33,blue-collar,married,NA,no,yes,no,cellular,may,NA,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999,0,yes,78,7441
NA,student,single,NA,no,no,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50,1.614,5099.1,999,0,yes,191,7442
33,services,married,NA,no,yes,no,cellular,jun,wed,2,12,2,success,-1.7,94.055,-39.8,0.767,4991.6,0.4,4,yes,178,7443
34,technician,married,professional.course,no,yes,no,cellular,sep,NA,2,999,0,nonexistent,-3.4,92.379,-29.8,0.813,5017.5,999,0,yes,171,7444
30,self-employed,married,NA,no,no,no,cellular,jun,NA,4,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,999,0,yes,115,7445
43,unemployed,married,NA,no,no,no,cellular,sep,fri,2,9,1,success,-1.1,94.199,-37.5,0.883,4963.6,0.3,0,yes,188,7446
48,blue-collar,married,basic.9y,no,yes,no,cellular,apr,wed,3,999,2,failure,-1.8,93.075,-47.1,1.445,5099.1,999,6,yes,81,7447
29,blue-collar,single,NA,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,yes,9,7448
56,unknown,married,unknown,no,no,no,telephone,oct,NA,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,999,0,yes,174,7449
NA,admin.,single,high.school,no,yes,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,999,3,yes,198,7450
NA,technician,divorced,university.degree,no,no,no,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,yes,151,7451
44,blue-collar,single,NA,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,yes,-177,7452
37,blue-collar,married,basic.6y,no,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,yes,80,7453
NA,services,single,basic.9y,no,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,yes,151,7454
39,management,single,university.degree,no,yes,no,cellular,nov,fri,2,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,0.1,0,yes,210,7455
34,technician,single,professional.course,no,yes,no,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,999,1,yes,171,7456
NA,admin.,married,NA,no,no,no,cellular,aug,wed,2,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,0.133333333,3,yes,185,7457
62,retired,married,unknown,no,no,no,cellular,aug,fri,4,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,999,0,yes,181,7458
32,blue-collar,single,high.school,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,yes,-1,7459
36,blue-collar,married,NA,no,yes,no,cellular,apr,thu,3,999,2,failure,-1.8,93.075,-47.1,1.435,5099.1,999,0,yes,70,7460
48,admin.,married,university.degree,unknown,yes,no,cellular,aug,NA,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,yes,-23,7461
35,management,married,university.degree,no,no,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,999,0,yes,159,7462
43,technician,married,university.degree,unknown,unknown,unknown,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999,4,yes,-15,7463
NA,admin.,married,NA,no,no,no,cellular,may,tue,4,999,0,nonexistent,-1.8,93.876,-40,0.697,5008.7,999,0,yes,129,7464
41,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,10,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,yes,174,7465
NA,blue-collar,married,high.school,unknown,yes,no,cellular,jul,NA,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,yes,-173,7466
42,services,married,NA,no,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,999,0,yes,149,7467
NA,services,married,NA,no,yes,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,93.369,-34.8,0.65,5008.7,999,0,yes,135,7468
45,admin.,married,university.degree,no,no,no,cellular,jul,NA,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,999,0,yes,151,7469
57,housemaid,married,NA,no,no,no,cellular,apr,wed,2,6,1,success,-1.8,93.749,-34.6,0.642,5008.7,0.2,0,yes,162,7470
66,retired,single,basic.4y,no,yes,no,cellular,nov,tue,3,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,999,0,yes,137,7471
57,management,divorced,professional.course,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,yes,240,7472
NA,blue-collar,married,basic.6y,no,yes,yes,cellular,may,fri,1,3,2,success,-1.8,93.876,-40,0.695,5008.7,0.1,14,yes,311,7473
55,retired,married,basic.4y,no,yes,no,cellular,aug,fri,1,3,1,success,-2.9,92.201,-31.4,0.869,5076.2,0.1,5,yes,182,7474
28,student,single,NA,no,unknown,unknown,cellular,may,fri,2,999,0,nonexistent,-1.8,93.876,-40,0.695,5008.7,999,0,yes,129,7475
55,services,married,basic.9y,no,yes,no,cellular,dec,NA,1,6,1,success,-3,92.713,-33,0.715,5023.5,0.2,4,yes,210,7476
28,blue-collar,single,high.school,no,yes,no,cellular,apr,NA,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,999,0,yes,22,7477
NA,self-employed,single,university.degree,no,yes,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,999,0,yes,187,7478
43,self-employed,married,NA,no,yes,no,telephone,oct,wed,1,999,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,999,0,yes,221,7479
33,blue-collar,married,basic.6y,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,yes,33,7480
33,admin.,single,NA,no,no,no,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,999,0,yes,163,7481
39,admin.,single,NA,no,yes,no,telephone,mar,mon,1,999,1,failure,-1.8,93.369,-34.8,0.655,5008.7,999,1,yes,209,7482
37,admin.,married,basic.6y,no,yes,yes,cellular,jul,thu,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,yes,412,7483
30,student,single,NA,no,no,no,cellular,mar,thu,1,14,1,success,-1.8,93.369,-34.8,0.635,5008.7,0.466666667,1,yes,161,7484
33,technician,married,high.school,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,yes,189,7485
22,student,single,high.school,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999,0,yes,177,7486
31,admin.,married,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,999,0,yes,140,7487
NA,admin.,single,university.degree,no,no,no,cellular,mar,mon,1,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,999,0,yes,202,7488
33,services,married,high.school,unknown,yes,no,telephone,jun,NA,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,yes,-69,7489
NA,admin.,married,university.degree,no,yes,no,cellular,mar,mon,5,999,0,nonexistent,-1.8,92.843,-50,1.811,5099.1,999,0,yes,248,7490
60,housemaid,married,basic.4y,no,yes,yes,cellular,apr,NA,1,12,1,success,-1.8,93.749,-34.6,0.635,5008.7,0.4,3,yes,432,7491
NA,services,single,university.degree,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,999,0,yes,156,7492
21,student,single,basic.9y,no,unknown,unknown,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.77,5017.5,999,0,yes,170,7493
NA,retired,married,high.school,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,999,0,yes,186,7494
NA,blue-collar,married,basic.9y,no,yes,no,cellular,apr,NA,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,yes,44,7495
43,admin.,married,high.school,no,yes,no,cellular,aug,tue,2,3,2,success,-2.9,92.201,-31.4,0.838,5076.2,0.1,18,yes,185,7496
85,retired,married,basic.4y,no,no,no,cellular,sep,tue,1,3,2,success,-1.1,94.199,-37.5,0.881,4963.6,0.1,2,yes,230,7497
NA,management,single,university.degree,no,no,no,cellular,nov,thu,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,999,4,yes,195,7498
21,student,single,high.school,unknown,no,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,yes,-78,7499
32,admin.,single,university.degree,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.749,-34.6,0.635,5008.7,999,0,yes,190,7500
29,student,single,NA,no,unknown,unknown,cellular,aug,NA,1,4,3,success,-2.9,92.201,-31.4,0.884,5076.2,0.133333333,18,yes,174,7501
NA,admin.,married,NA,no,yes,yes,cellular,apr,NA,5,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,999,0,yes,481,7502
NA,blue-collar,married,basic.4y,no,no,yes,cellular,jun,fri,1,3,1,success,-1.7,94.055,-39.8,0.732,4991.6,0.1,1,yes,290,7503
NA,services,single,high.school,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,yes,190,7504
26,student,single,high.school,no,yes,no,cellular,may,NA,3,999,1,failure,-1.8,92.893,-46.2,1.27,5099.1,999,1,yes,168,7505
NA,retired,married,unknown,no,yes,no,cellular,jul,wed,3,999,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,999,0,yes,171,7506
NA,retired,single,professional.course,no,yes,no,cellular,apr,wed,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,yes,206,7507
38,technician,married,NA,no,no,yes,cellular,mar,thu,2,999,0,nonexistent,-1.8,92.843,-50,1.757,5099.1,999,0,yes,418,7508
28,technician,single,professional.course,no,no,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999,0,yes,116,7509
23,unemployed,single,NA,no,yes,no,cellular,oct,thu,1,4,1,success,-3.4,92.431,-26.9,0.754,5017.5,0.133333333,2,yes,165,7510
60,admin.,married,NA,no,no,no,cellular,jul,thu,2,25,2,failure,-1.7,94.215,-40.3,0.884,4991.6,0.833333333,6,yes,155,7511
42,admin.,married,university.degree,no,no,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,yes,459,7512
NA,admin.,married,high.school,no,no,no,cellular,jul,thu,2,10,2,success,-1.7,94.215,-40.3,0.782,4991.6,0.333333333,0,yes,251,7513
31,unemployed,married,basic.9y,no,no,no,cellular,may,NA,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,yes,137,7514
38,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,mon,7,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,yes,-138,7515
NA,blue-collar,married,NA,no,no,no,cellular,may,mon,1,9,1,success,-1.8,92.893,-46.2,1.299,5099.1,0.3,2,yes,-2,7516
31,admin.,single,NA,no,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,yes,231,7517
NA,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,999,3,yes,97,7518
41,admin.,divorced,high.school,no,unknown,unknown,cellular,aug,NA,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,999,0,yes,146,7519
56,admin.,married,basic.9y,no,yes,no,cellular,aug,wed,1,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,0.133333333,2,yes,230,7520
NA,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,yes,-180,7521
35,admin.,married,NA,no,yes,no,telephone,jul,fri,1,999,2,failure,-1.7,94.215,-40.3,0.896,4991.6,999,0,yes,155,7522
NA,management,married,basic.9y,no,no,no,cellular,mar,wed,1,999,0,nonexistent,-1.8,92.843,-50,1.548,5099.1,999,0,yes,215,7523
37,blue-collar,married,NA,no,no,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,yes,-10,7524
28,technician,single,NA,no,yes,no,cellular,aug,thu,2,3,1,success,-2.9,92.201,-31.4,0.851,5076.2,0.1,0,yes,110,7525
34,unemployed,married,high.school,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,yes,279,7526
31,admin.,single,university.degree,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,yes,185,7527
NA,admin.,married,high.school,no,no,yes,cellular,apr,wed,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,2,yes,442,7528
NA,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999,3,yes,16,7529
41,admin.,divorced,high.school,no,yes,no,cellular,aug,fri,1,6,2,success,-1.7,94.027,-38.3,0.905,4991.6,0.2,0,yes,217,7530
30,student,married,NA,no,yes,no,cellular,aug,mon,3,3,1,success,-2.9,92.201,-31.4,0.821,5076.2,0.1,2,yes,195,7531
26,self-employed,single,NA,no,no,no,cellular,may,wed,1,3,1,success,-1.8,92.893,-46.2,1.27,5099.1,0.1,1,yes,177,7532
29,technician,single,high.school,unknown,no,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,yes,-33,7533
NA,admin.,single,basic.9y,unknown,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,yes,-42,7534
50,services,divorced,basic.6y,no,no,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,yes,398,7535
38,technician,married,university.degree,no,yes,no,cellular,aug,wed,4,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,999,0,yes,219,7536
